날짜,자치구,동,업종,업종코드,평균매출액,평균배달건수
2022년 08월,강서구,발산1동,기타간이>버거,I21004,0원,0건
2022년 08월,강서구,우장산동,기타간이>버거,I21004,0원,0건
2022년 08월,강서구,등촌1동,기타간이>버거,I21004,0원,0건
2022년 08월,강서구,염창동,기타간이>버거,I21004,"12,768,600원",711건
2022년 08월,강서구,화곡6동,기타간이>버거,I21004,0원,0건
2022년 08월,강서구,등촌2동,기타간이>버거,I21004,0원,0건
2022년 08월,강서구,화곡3동,기타간이>버거,I21004,0원,0건
2022년 08월,강서구,화곡본동,기타간이>버거,I21004,0원,0건
2022년 08월,강서구,화곡1동,기타간이>버거,I21004,0원,0건
2022년 08월,강서구,화곡4동,기타간이>버거,I21004,0원,0건
2022년 08월,강서구,화곡8동,기타간이>버거,I21004,0원,0건
2022년 08월,강서구,화곡2동,기타간이>버거,I21004,0원,0건
2022년 07월,강서구,방화2동,기타간이>버거,I21004,0원,0건
2022년 07월,강서구,방화1동,기타간이>버거,I21004,"16,051,788원",939건
2022년 07월,강서구,가양1동,기타간이>버거,I21004,0원,0건
2022년 07월,강서구,공항동,기타간이>버거,I21004,"16,051,788원",939건
2022년 07월,강서구,가양2동,기타간이>버거,I21004,0원,0건
2022년 07월,강서구,등촌3동,기타간이>버거,I21004,0원,0건
2022년 07월,강서구,가양3동,기타간이>버거,I21004,0원,0건
2022년 07월,강서구,발산1동,기타간이>버거,I21004,0원,0건
2022년 07월,강서구,우장산동,기타간이>버거,I21004,0원,0건
2022년 07월,강서구,등촌1동,기타간이>버거,I21004,0원,0건
2022년 07월,강서구,염창동,기타간이>버거,I21004,"12,158,363원",674건
2022년 07월,강서구,화곡6동,기타간이>버거,I21004,0원,0건
2022년 07월,강서구,등촌2동,기타간이>버거,I21004,0원,0건
2022년 07월,강서구,화곡3동,기타간이>버거,I21004,0원,0건
2022년 07월,강서구,화곡본동,기타간이>버거,I21004,0원,0건
2022년 07월,강서구,화곡1동,기타간이>버거,I21004,0원,0건
2022년 07월,강서구,화곡4동,기타간이>버거,I21004,0원,0건
2022년 07월,강서구,화곡8동,기타간이>버거,I21004,0원,0건
2022년 07월,강서구,화곡2동,기타간이>버거,I21004,0원,0건
2022년 06월,강서구,방화2동,기타간이>버거,I21004,0원,0건
2022년 06월,강서구,방화1동,기타간이>버거,I21004,"15,232,038원",884건
2022년 06월,강서구,가양1동,기타간이>버거,I21004,0원,0건
2022년 06월,강서구,공항동,기타간이>버거,I21004,"15,232,038원",884건
2022년 06월,강서구,가양2동,기타간이>버거,I21004,0원,0건
2022년 06월,강서구,등촌3동,기타간이>버거,I21004,0원,0건
2022년 06월,강서구,가양3동,기타간이>버거,I21004,0원,0건
2022년 06월,강서구,발산1동,기타간이>버거,I21004,0원,0건
2022년 06월,강서구,우장산동,기타간이>버거,I21004,0원,0건
2022년 06월,강서구,등촌1동,기타간이>버거,I21004,0원,0건
2022년 06월,강서구,염창동,기타간이>버거,I21004,"11,515,507원",642건
2022년 06월,강서구,화곡6동,기타간이>버거,I21004,0원,0건
2022년 06월,강서구,등촌2동,기타간이>버거,I21004,0원,0건
2022년 06월,강서구,화곡3동,기타간이>버거,I21004,0원,0건
2022년 06월,강서구,화곡본동,기타간이>버거,I21004,0원,0건
2022년 06월,강서구,화곡1동,기타간이>버거,I21004,0원,0건
2022년 06월,강서구,화곡4동,기타간이>버거,I21004,0원,0건
2022년 06월,강서구,화곡8동,기타간이>버거,I21004,0원,0건
2022년 06월,강서구,화곡2동,기타간이>버거,I21004,0원,0건
2022년 05월,강서구,방화2동,기타간이>버거,I21004,0원,0건
2022년 05월,강서구,방화1동,기타간이>버거,I21004,"14,301,856원",861건
