날짜,자치구,동,업종,업종코드,평균매출액,평균배달건수
2023년 02월,강서구,가양2동,중식>중국집,I20201,"8,974,000원",363건
2023년 02월,강서구,등촌3동,중식>중국집,I20201,"8,103,415원",338건
2023년 02월,강서구,가양3동,중식>중국집,I20201,"8,974,000원",363건
2023년 02월,강서구,염창동,중식>중국집,I20201,"7,196,060원",284건
2023년 02월,강서구,발산1동,중식>중국집,I20201,"6,383,642원",261건
2023년 02월,강서구,우장산동,중식>중국집,I20201,"8,665,991원",371건
2023년 02월,강서구,등촌1동,중식>중국집,I20201,"8,103,415원",338건
2023년 02월,강서구,화곡6동,중식>중국집,I20201,"11,819,655원",511건
2023년 02월,강서구,화곡3동,중식>중국집,I20201,"11,819,655원",511건
2023년 02월,강서구,화곡본동,중식>중국집,I20201,"11,819,655원",511건
2023년 02월,강서구,등촌2동,중식>중국집,I20201,"8,103,415원",338건
2023년 02월,강서구,화곡1동,중식>중국집,I20201,"11,819,655원",511건
2023년 02월,강서구,화곡4동,중식>중국집,I20201,"11,819,655원",511건
2023년 02월,강서구,화곡8동,중식>중국집,I20201,"11,819,655원",511건
2023년 01월,강서구,방화2동,중식>중국집,I20201,0원,0건
2023년 01월,강서구,방화1동,중식>중국집,I20201,"8,031,867원",365건
2023년 01월,강서구,가양1동,중식>중국집,I20201,0원,0건
2023년 01월,강서구,공항동,중식>중국집,I20201,"8,031,867원",365건
2023년 01월,강서구,가양2동,중식>중국집,I20201,0원,0건
2023년 01월,강서구,등촌3동,중식>중국집,I20201,0원,0건
2023년 01월,강서구,가양3동,중식>중국집,I20201,0원,0건
2023년 01월,강서구,염창동,중식>중국집,I20201,"7,444,580원",276건
2023년 01월,강서구,발산1동,중식>중국집,I20201,0원,0건
2023년 01월,강서구,우장산동,중식>중국집,I20201,0원,0건
2023년 01월,강서구,등촌1동,중식>중국집,I20201,0원,0건
2023년 01월,강서구,화곡6동,중식>중국집,I20201,0원,0건
2023년 01월,강서구,화곡3동,중식>중국집,I20201,0원,0건
2023년 01월,강서구,화곡본동,중식>중국집,I20201,0원,0건
2023년 01월,강서구,등촌2동,중식>중국집,I20201,0원,0건
2023년 01월,강서구,화곡4동,중식>중국집,I20201,0원,0건
2023년 01월,강서구,화곡1동,중식>중국집,I20201,0원,0건
2023년 01월,강서구,화곡8동,중식>중국집,I20201,0원,0건
2022년 12월,강서구,방화2동,중식>중국집,I20201,0원,0건
2022년 12월,강서구,방화1동,중식>중국집,I20201,"8,611,586원",392건
2022년 12월,강서구,가양1동,중식>중국집,I20201,0원,0건
2022년 12월,강서구,공항동,중식>중국집,I20201,"8,611,586원",392건
2022년 12월,강서구,가양2동,중식>중국집,I20201,0원,0건
2022년 12월,강서구,등촌3동,중식>중국집,I20201,0원,0건
2022년 12월,강서구,가양3동,중식>중국집,I20201,0원,0건
2022년 12월,강서구,염창동,중식>중국집,I20201,"6,421,600원",235건
2022년 12월,강서구,발산1동,중식>중국집,I20201,0원,0건
2022년 12월,강서구,우장산동,중식>중국집,I20201,0원,0건
2022년 12월,강서구,등촌1동,중식>중국집,I20201,0원,0건
2022년 12월,강서구,화곡6동,중식>중국집,I20201,0원,0건
2022년 12월,강서구,화곡3동,중식>중국집,I20201,0원,0건
2022년 12월,강서구,화곡본동,중식>중국집,I20201,0원,0건
2022년 12월,강서구,등촌2동,중식>중국집,I20201,0원,0건
2022년 12월,강서구,화곡4동,중식>중국집,I20201,0원,0건
2022년 12월,강서구,화곡1동,중식>중국집,I20201,0원,0건
2022년 12월,강서구,화곡8동,중식>중국집,I20201,0원,0건
2022년 11월,강서구,방화2동,중식>중국집,I20201,0원,0건
2022년 11월,강서구,방화1동,중식>중국집,I20201,"7,557,088원",367건
2022년 11월,강서구,가양1동,중식>중국집,I20201,0원,0건
2022년 11월,강서구,공항동,중식>중국집,I20201,"7,557,088원",367건
2022년 11월,강서구,가양2동,중식>중국집,I20201,0원,0건
2022년 11월,강서구,등촌3동,중식>중국집,I20201,0원,0건
2022년 11월,강서구,가양3동,중식>중국집,I20201,0원,0건
2022년 11월,강서구,염창동,중식>중국집,I20201,"5,793,683원",220건
2022년 11월,강서구,발산1동,중식>중국집,I20201,0원,0건
2022년 11월,강서구,우장산동,중식>중국집,I20201,0원,0건
2022년 11월,강서구,등촌1동,중식>중국집,I20201,0원,0건
2022년 11월,강서구,화곡6동,중식>중국집,I20201,0원,0건
2022년 11월,강서구,화곡3동,중식>중국집,I20201,0원,0건
2022년 11월,강서구,화곡본동,중식>중국집,I20201,0원,0건
2022년 11월,강서구,등촌2동,중식>중국집,I20201,0원,0건
2022년 11월,강서구,화곡4동,중식>중국집,I20201,0원,0건
2022년 11월,강서구,화곡1동,중식>중국집,I20201,0원,0건
2022년 11월,강서구,화곡8동,중식>중국집,I20201,0원,0건
2022년 10월,강서구,방화2동,중식>중국집,I20201,0원,0건
2022년 10월,강서구,방화1동,중식>중국집,I20201,"7,379,113원",379건
2022년 10월,강서구,가양1동,중식>중국집,I20201,0원,0건
2022년 10월,강서구,공항동,중식>중국집,I20201,"7,379,113원",379건
2022년 10월,강서구,가양2동,중식>중국집,I20201,0원,0건
2022년 10월,강서구,등촌3동,중식>중국집,I20201,0원,0건
2022년 10월,강서구,가양3동,중식>중국집,I20201,0원,0건
2022년 10월,강서구,염창동,중식>중국집,I20201,"6,829,800원",264건
2022년 10월,강서구,발산1동,중식>중국집,I20201,0원,0건
2022년 10월,강서구,우장산동,중식>중국집,I20201,0원,0건
2022년 10월,강서구,등촌1동,중식>중국집,I20201,0원,0건
2022년 10월,강서구,화곡6동,중식>중국집,I20201,0원,0건
2022년 10월,강서구,화곡3동,중식>중국집,I20201,0원,0건
2022년 10월,강서구,화곡본동,중식>중국집,I20201,0원,0건
2022년 10월,강서구,등촌2동,중식>중국집,I20201,0원,0건
2022년 10월,강서구,화곡4동,중식>중국집,I20201,0원,0건
2022년 10월,강서구,화곡1동,중식>중국집,I20201,0원,0건
2022년 10월,강서구,화곡8동,중식>중국집,I20201,0원,0건
2022년 09월,강서구,방화2동,중식>중국집,I20201,0원,0건
2022년 09월,강서구,방화1동,중식>중국집,I20201,"7,113,363원",367건
2022년 09월,강서구,가양1동,중식>중국집,I20201,0원,0건
2022년 09월,강서구,공항동,중식>중국집,I20201,"7,113,363원",367건
2022년 09월,강서구,가양2동,중식>중국집,I20201,0원,0건
2022년 09월,강서구,등촌3동,중식>중국집,I20201,0원,0건
2022년 09월,강서구,가양3동,중식>중국집,I20201,0원,0건
2022년 09월,강서구,염창동,중식>중국집,I20201,"5,949,967원",229건
2022년 09월,강서구,발산1동,중식>중국집,I20201,0원,0건
2022년 09월,강서구,우장산동,중식>중국집,I20201,0원,0건
2022년 09월,강서구,등촌1동,중식>중국집,I20201,0원,0건
2022년 09월,강서구,화곡6동,중식>중국집,I20201,0원,0건
2022년 09월,강서구,화곡3동,중식>중국집,I20201,0원,0건
2022년 09월,강서구,화곡본동,중식>중국집,I20201,0원,0건
2022년 09월,강서구,등촌2동,중식>중국집,I20201,0원,0건
2022년 09월,강서구,화곡4동,중식>중국집,I20201,0원,0건
2022년 09월,강서구,화곡1동,중식>중국집,I20201,0원,0건
2022년 09월,강서구,화곡8동,중식>중국집,I20201,0원,0건
2022년 08월,강서구,방화2동,중식>중국집,I20201,0원,0건
2022년 08월,강서구,방화1동,중식>중국집,I20201,"8,042,850원",423건
2022년 08월,강서구,가양1동,중식>중국집,I20201,0원,0건
2022년 08월,강서구,공항동,중식>중국집,I20201,"8,042,850원",423건
2022년 08월,강서구,가양2동,중식>중국집,I20201,0원,0건
2022년 08월,강서구,등촌3동,중식>중국집,I20201,0원,0건
2022년 08월,강서구,가양3동,중식>중국집,I20201,0원,0건
2022년 08월,강서구,염창동,중식>중국집,I20201,"7,493,433원",292건
2022년 08월,강서구,발산1동,중식>중국집,I20201,0원,0건
